RptDt;TckrSymb;ISIN;SgmtNm;MinPric;MaxPric;TradAvrgPric;LastPric;AdjstdQt;AdjstdQtTax;RefPric;TradQty;FinInstrmQty
2022-09-23;HAPVJ740;BRHAPV3J01X2;EQUITY CALL;;;;;;;1,07;;
2022-09-23;HAPVJ750;BRHAPV3J00Z9;EQUITY CALL;;;;;;;1;;
2022-09-23;HAPVJ760;BRHAPV3J0118;EQUITY CALL;;;;;;;0,93;;
2022-09-23;HAPVJ780;BRHAPV3J01N3;EQUITY CALL;;;;;;;0,8;;
2022-09-23;HAPVJ800;BRHAPV3J01O1;EQUITY CALL;;;;;;;0,68;;
2022-09-23;HAPVJ810;BRHAPV3J0233;EQUITY CALL;;;;;;;0,62;;
2022-09-23;HAPVJ820;BRHAPV3J01M5;EQUITY CALL;;;;;;;0,57;;
2022-09-23;HAPVJ840;BRHAPV3J01P8;EQUITY CALL;0,45;0,48;0,47;0,48;;;0,47;2;3300
2022-09-23;HAPVJ860;BRHAPV3J01W4;EQUITY CALL;0,34;0,35;0,34;0,35;;;0,39;2;2100
2022-09-23;HAPVJ880;BRHAPV3J01I3;EQUITY CALL;0,24;0,24;0,24;0,24;;;0,32;1;1000000
2022-09-23;HAPVJ890;BRHAPV3J0225;EQUITY CALL;;;;;;;0,28;;
2022-09-23;HAPVJ900;BRHAPV3J01Y0;EQUITY CALL;0,21;0,21;0,21;0,21;;;0,25;1;100
2022-09-23;HAPVJ920;BRHAPV3J01Q6;EQUITY CALL;;;;;;;0,2;;
2022-09-23;HAPVJ940;BRHAPV3J0217;EQUITY CALL;;;;;;;0,16;;
2022-09-23;HAPVJ960;BRHAPV3J01S2;EQUITY CALL;0,06;0,06;0,06;0,06;;;0,12;1;100
2022-09-23;HAPVK100;BRHAPV3K0164;EQUITY CALL;;;;;;;0,26;;
2022-09-23;HAPVK102;BRHAPV3K0230;EQUITY CALL;;;;;;;0,21;;
2022-09-23;HAPVK105;BRHAPV3K0271;EQUITY CALL;;;;;;;0,17;;
2022-09-23;HAPVK107;BRHAPV3K0248;EQUITY CALL;;;;;;;0,14;;
2022-09-23;HAPVK110;BRHAPV3K0222;EQUITY CALL;;;;;;;0,12;;
2022-09-23;HAPVK112;BRHAPV3K0255;EQUITY CALL;;;;;;;0,1;;
2022-09-23;HAPVK115;BRHAPV3K0289;EQUITY CALL;;;;;;;0,08;;
2022-09-23;HAPVK117;BRHAPV3K0297;EQUITY CALL;;;;;;;0,06;;
2022-09-23;HAPVK120;BRHAPV3K0263;EQUITY CALL;;;;;;;0,05;;
2022-09-23;HAPVK122;BRHAPV3K02A6;EQUITY CALL;;;;;;;0,04;;
2022-09-23;HAPVK125;BRHAPV3K0214;EQUITY CALL;;;;;;;0,03;;
2022-09-23;HAPVK140;BRHAPV3K0115;EQUITY CALL;;;;;;;0,01;;
2022-09-23;HAPVK150;BRHAPV3K0123;EQUITY CALL;;;;;;;0,01;;
2022-09-23;HAPVK410;BRHAPV3K01W2;EQUITY CALL;;;;;;;4,18;;
2022-09-23;HAPVK430;BRHAPV3K01V4;EQUITY CALL;;;;;;;3,98;;
2022-09-23;HAPVK450;BRHAPV3K01D2;EQUITY CALL;;;;;;;3,79;;
2022-09-23;HAPVK460;BRHAPV3K01K7;EQUITY CALL;;;;;;;3,69;;
2022-09-23;HAPVK470;BRHAPV3K01A8;EQUITY CALL;;;;;;;3,6;;
2022-09-23;HAPVK480;BRHAPV3K0198;EQUITY CALL;;;;;;;3,5;;
2022-09-23;HAPVK490;BRHAPV3K01I1;EQUITY CALL;;;;;;;3,4;;
2022-09-23;HAPVK500;BRHAPV3K0131;EQUITY CALL;;;;;;;3,31;;
2022-09-23;HAPVK520;BRHAPV3K01H3;EQUITY CALL;;;;;;;3,12;;
2022-09-23;HAPVK540;BRHAPV3K01X0;EQUITY CALL;;;;;;;2,93;;
2022-09-23;HAPVK560;BRHAPV3K01S0;EQUITY CALL;;;;;;;2,75;;
2022-09-23;HAPVK580;BRHAPV3K01U6;EQUITY CALL;;;;;;;2,57;;
2022-09-23;HAPVK600;BRHAPV3K0149;EQUITY CALL;;;;;;;2,39;;
2022-09-23;HAPVK610;BRHAPV3K0172;EQUITY CALL;;;;;;;2,3;;
2022-09-23;HAPVK620;BRHAPV3K01R2;EQUITY CALL;;;;;;;2,22;;
2022-09-23;HAPVK640;BRHAPV3K01B6;EQUITY CALL;;;;;;;2,05;;
2022-09-23;HAPVK660;BRHAPV3K01J9;EQUITY CALL;;;;;;;1,89;;
2022-09-23;HAPVK680;BRHAPV3K01P6;EQUITY CALL;;;;;;;1,73;;
2022-09-23;HAPVK700;BRHAPV3K0180;EQUITY CALL;;;;;;;1,58;;
2022-09-23;HAPVK720;BRHAPV3K01N1;EQUITY CALL;;;;;;;1,44;;
2022-09-23;HAPVK740;BRHAPV3K01Q4;EQUITY CALL;;;;;;;1,3;;
2022-09-23;HAPVK760;BRHAPV3K01T8;EQUITY CALL;;;;;;;1,18;;
2022-09-23;HAPVK780;BRHAPV3K01L5;EQUITY CALL;;;;;;;1,06;;
2022-09-23;HAPVK800;BRHAPV3K0156;EQUITY CALL;0,87;0,93;0,91;0,93;;;0,95;13;130000
2022-09-23;HAPVK820;BRHAPV3K01M3;EQUITY CALL;;;;;;;0,85;;
2022-09-23;HAPVK840;BRHAPV3K01F7;EQUITY CALL;;;;;;;0,75;;
2022-09-23;HAPVK850;BRHAPV3K0206;EQUITY CALL;;;;;;;0,71;;
2022-09-23;HAPVK860;BRHAPV3K01G5;EQUITY CALL;;;;;;;0,66;;
2022-09-23;HAPVK880;BRHAPV3K01E0;EQUITY CALL;;;;;;;0,59;;
2022-09-23;HAPVK900;BRHAPV3K01Y8;EQUITY CALL;;;;;;;0,51;;
2022-09-23;HAPVK940;BRHAPV3K01O9;EQUITY CALL;;;;;;;0,39;;
2022-09-23;HAPVK950;BRHAPV3K01Z5;EQUITY CALL;;;;;;;0,37;;
2022-09-23;HAPVK980;BRHAPV3K01C4;EQUITY CALL;;;;;;;0,3;;
2022-09-23;HAPVL110;BRHAPV3L01A6;EQUITY CALL;;;;;;;0,23;;
2022-09-23;HAPVL410;BRHAPV3L0122;EQUITY CALL;;;;;;;4,23;;
2022-09-23;HAPVL510;BRHAPV3L0130;EQUITY CALL;;;;;;;3,29;;
2022-09-23;HAPVL530;BRHAPV3L0106;EQUITY CALL;;;;;;;3,11;;
2022-09-23;HAPVL550;BRHAPV3L0171;EQUITY CALL;;;;;;;2,93;;
2022-09-23;HAPVL590;BRHAPV3L0163;EQUITY CALL;;;;;;;2,59;;
2022-09-23;HAPVL690;BRHAPV3L0155;EQUITY CALL;;;;;;;1,81;;
2022-09-23;HAPVL709;BRHAPV1L0009;EQUITY CALL;;;;;;;1,13;;
2022-09-23;HAPVL730;BRHAPV3L0114;EQUITY CALL;;;;;;;1,54;;
2022-09-23;HAPVL750;BRHAPV3L0189;EQUITY CALL;;;;;;;1,41;;
2022-09-23;HAPVL819;BRHAPV1L0017;EQUITY CALL;;;;;;;0,7;;
2022-09-23;HAPVL820;BRHAPV3L0148;EQUITY CALL;;;;;;;1,03;;
2022-09-23;HAPVL900;BRHAPV3L0197;EQUITY CALL;;;;;;;0,69;;
2022-09-23;HAPVM120;BRHAPV3M01H9;EQUITY PUT;;;;;;;3,63;;
2022-09-23;HAPVO12;BRHAPV3O01H5;EQUITY PUT;;;;;;;3,6;;
2022-09-23;HAPVO140;BRHAPV3O01J1;EQUITY PUT;;;;;;;5,28;;
2022-09-23;HAPVO15;BRHAPV3O01I3;EQUITY PUT;;;;;;;6,15;;
2022-09-23;HAPVV100;BRHAPV3V00U5;EQUITY PUT;;;;;;;1,78;;
2022-09-23;HAPVV105;BRHAPV3V01Q1;EQUITY PUT;;;;;;;2,23;;
2022-09-23;HAPVV107;BRHAPV3V00X9;EQUITY PUT;;;;;;;2,47;;
2022-09-23;HAPVV110;BRHAPV3V0104;EQUITY PUT;2,92;2,92;2,92;2,92;;;2,71;1;5000
2022-09-23;HAPVV112;BRHAPV3V0211;EQUITY PUT;;;;;;;2,95;;
2022-09-23;HAPVV115;BRHAPV3V00Y7;EQUITY PUT;;;;;;;3,2;;
2022-09-23;HAPVV120;BRHAPV3V00V3;EQUITY PUT;;;;;;;3,69;;
2022-09-23;HAPVV125;BRHAPV3V01V1;EQUITY PUT;;;;;;;4,18;;
2022-09-23;HAPVV127;BRHAPV3V01W9;EQUITY PUT;;;;;;;4,43;;
2022-09-23;HAPVV132;BRHAPV3V01S7;EQUITY PUT;;;;;;;4,92;;
2022-09-23;HAPVV155;BRHAPV3V00W1;EQUITY PUT;;;;;;;7,15;;
2022-09-23;HAPVV370;BRHAPV3V01A5;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV400;BRHAPV3V01D9;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV430;BRHAPV3V0112;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV450;BRHAPV3V0179;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV460;BRHAPV3V01H0;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV470;BRHAPV3V01M0;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV480;BRHAPV3V01F4;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV490;BRHAPV3V01L2;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV500;BRHAPV3V0161;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV520;BRHAPV3V01I8;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV540;BRHAPV3V0153;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVV560;BRHAPV3V01C1;EQUITY PUT;;;;;;;0,02;;
2022-09-23;HAPVV580;BRHAPV3V0138;EQUITY PUT;;;;;;;0,03;;
2022-09-23;HAPVV600;BRHAPV3V01G2;EQUITY PUT;;;;;;;0,04;;
2022-09-23;HAPVV620;BRHAPV3V0195;EQUITY PUT;;;;;;;0,05;;
2022-09-23;HAPVV640;BRHAPV3V01E7;EQUITY PUT;;;;;;;0,07;;
2022-09-23;HAPVV650;BRHAPV3V0245;EQUITY PUT;;;;;;;0,08;;
2022-09-23;HAPVV660;BRHAPV3V0120;EQUITY PUT;;;;;;;0,09;;
2022-09-23;HAPVV680;BRHAPV3V01B3;EQUITY PUT;;;;;;;0,12;;
2022-09-23;HAPVV700;BRHAPV3V0187;EQUITY PUT;;;;;;;0,15;;
2022-09-23;HAPVV720;BRHAPV3V01R9;EQUITY PUT;0,19;0,22;0,19;0,19;;;0,18;8;16000
2022-09-23;HAPVV740;BRHAPV3V01Y5;EQUITY PUT;;;;;;;0,23;;
2022-09-23;HAPVV750;BRHAPV3V00Z4;EQUITY PUT;;;;;;;0,26;;
2022-09-23;HAPVV760;BRHAPV3V01J6;EQUITY PUT;0,31;0,33;0,32;0,33;;;0,28;2;1600
2022-09-23;HAPVV780;BRHAPV3V01N8;EQUITY PUT;0,4;0,42;0,41;0,42;;;0,35;2;200
2022-09-23;HAPVV800;BRHAPV3V01O6;EQUITY PUT;0,44;0,5;0,47;0,48;;;0,42;9;1400
2022-09-23;HAPVV810;BRHAPV3V0237;EQUITY PUT;0,46;0,54;0,5;0,54;;;0,47;4;20300
2022-09-23;HAPVV820;BRHAPV3V01K4;EQUITY PUT;0,54;0,6;0,56;0,6;;;0,51;7;700
2022-09-23;HAPVV840;BRHAPV3V01P3;EQUITY PUT;0,66;0,66;0,66;0,66;;;0,61;1;100
2022-09-23;HAPVV860;BRHAPV3V01T5;EQUITY PUT;;;;;;;0,72;;
2022-09-23;HAPVV880;BRHAPV3V0146;EQUITY PUT;;;;;;;0,85;;
2022-09-23;HAPVV890;BRHAPV3V0229;EQUITY PUT;0,82;0,82;0,82;0,82;;;0,91;1;700
2022-09-23;HAPVV900;BRHAPV3V01U3;EQUITY PUT;;;;;;;0,98;;
2022-09-23;HAPVV920;BRHAPV3V0203;EQUITY PUT;;;;;;;1,12;;
2022-09-23;HAPVV940;BRHAPV3V01X7;EQUITY PUT;;;;;;;1,28;;
2022-09-23;HAPVV960;BRHAPV3V01Z2;EQUITY PUT;;;;;;;1,44;;
2022-09-23;HAPVW100;BRHAPV3W0160;EQUITY PUT;;;;;;;1,92;;
2022-09-23;HAPVW102;BRHAPV3W0236;EQUITY PUT;;;;;;;2,12;;
2022-09-23;HAPVW105;BRHAPV3W0251;EQUITY PUT;;;;;;;2,33;;
2022-09-23;HAPVW107;BRHAPV3W0244;EQUITY PUT;;;;;;;2,54;;
2022-09-23;HAPVW110;BRHAPV3W02A1;EQUITY PUT;;;;;;;2,76;;
2022-09-23;HAPVW112;BRHAPV3W0277;EQUITY PUT;;;;;;;2,98;;
2022-09-23;HAPVW115;BRHAPV3W0228;EQUITY PUT;;;;;;;3,21;;
2022-09-23;HAPVW117;BRHAPV3W0269;EQUITY PUT;;;;;;;3,44;;
2022-09-23;HAPVW120;BRHAPV3W0285;EQUITY PUT;;;;;;;3,67;;
2022-09-23;HAPVW122;BRHAPV3W0293;EQUITY PUT;;;;;;;3,9;;
2022-09-23;HAPVW125;BRHAPV3W0210;EQUITY PUT;;;;;;;4,14;;
2022-09-23;HAPVW140;BRHAPV3W0111;EQUITY PUT;;;;;;;5,57;;
2022-09-23;HAPVW150;BRHAPV3W0129;EQUITY PUT;;;;;;;6,54;;
2022-09-23;HAPVW410;BRHAPV3W01P1;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVW430;BRHAPV3W01V9;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVW450;BRHAPV3W01A3;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVW460;BRHAPV3W01G0;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVW470;BRHAPV3W01M8;EQUITY PUT;;;;;;;0,02;;
2022-09-23;HAPVW480;BRHAPV3W0194;EQUITY PUT;;;;;;;0,02;;
2022-09-23;HAPVW490;BRHAPV3W01H8;EQUITY PUT;;;;;;;0,02;;
2022-09-23;HAPVW500;BRHAPV3W0137;EQUITY PUT;;;;;;;0,02;;
2022-09-23;HAPVW520;BRHAPV3W01X5;EQUITY PUT;;;;;;;0,03;;
2022-09-23;HAPVW540;BRHAPV3W01T3;EQUITY PUT;;;;;;;0,04;;
2022-09-23;HAPVW560;BRHAPV3W01N6;EQUITY PUT;;;;;;;0,06;;
2022-09-23;HAPVW580;BRHAPV3W01U1;EQUITY PUT;;;;;;;0,07;;
2022-09-23;HAPVW600;BRHAPV3W0145;EQUITY PUT;;;;;;;0,09;;
2022-09-23;HAPVW610;BRHAPV3W0186;EQUITY PUT;;;;;;;0,11;;
2022-09-23;HAPVW620;BRHAPV3W01L0;EQUITY PUT;;;;;;;0,12;;
2022-09-23;HAPVW640;BRHAPV3W01C9;EQUITY PUT;0,2;0,21;0,2;0,21;;;0,15;4;10200
2022-09-23;HAPVW660;BRHAPV3W01R7;EQUITY PUT;0,2;0,24;0,22;0,24;;;0,18;8;800
2022-09-23;HAPVW680;BRHAPV3W01E5;EQUITY PUT;0,22;0,22;0,22;0,22;;;0,22;1;100
2022-09-23;HAPVW700;BRHAPV3W0178;EQUITY PUT;;;;;;;0,27;;
2022-09-23;HAPVW720;BRHAPV3W01F2;EQUITY PUT;;;;;;;0,33;;
2022-09-23;HAPVW740;BRHAPV3W01J4;EQUITY PUT;;;;;;;0,39;;
2022-09-23;HAPVW760;BRHAPV3W01W7;EQUITY PUT;0,36;0,36;0,36;0,36;;;0,46;1;500
2022-09-23;HAPVW780;BRHAPV3W01Q9;EQUITY PUT;0,53;0,56;0,55;0,53;;;0,54;89;400000
2022-09-23;HAPVW800;BRHAPV3W0152;EQUITY PUT;0,65;0,65;0,65;0,65;;;0,63;1;10000
2022-09-23;HAPVW820;BRHAPV3W01B1;EQUITY PUT;;;;;;;0,72;;
2022-09-23;HAPVW840;BRHAPV3W01K2;EQUITY PUT;;;;;;;0,83;;
2022-09-23;HAPVW850;BRHAPV3W0202;EQUITY PUT;;;;;;;0,88;;
2022-09-23;HAPVW860;BRHAPV3W01I6;EQUITY PUT;;;;;;;0,94;;
2022-09-23;HAPVW880;BRHAPV3W01D7;EQUITY PUT;;;;;;;1,06;;
2022-09-23;HAPVW900;BRHAPV3W01Y3;EQUITY PUT;;;;;;;1,19;;
2022-09-23;HAPVW940;BRHAPV3W01S5;EQUITY PUT;;;;;;;1,46;;
2022-09-23;HAPVW950;BRHAPV3W01Z0;EQUITY PUT;;;;;;;1,53;;
2022-09-23;HAPVW980;BRHAPV3W01O4;EQUITY PUT;;;;;;;1,76;;
2022-09-23;HAPVX110;BRHAPV3X01A1;EQUITY PUT;;;;;;;2,78;;
2022-09-23;HAPVX410;BRHAPV3X0128;EQUITY PUT;;;;;;;0,01;;
2022-09-23;HAPVX510;BRHAPV3X0136;EQUITY PUT;;;;;;;0,04;;
2022-09-23;HAPVX530;BRHAPV3X0102;EQUITY PUT;;;;;;;0,05;;
2022-09-23;HAPVX550;BRHAPV3X0177;EQUITY PUT;;;;;;;0,06;;
2022-09-23;HAPVX590;BRHAPV3X0151;EQUITY PUT;;;;;;;0,1;;
2022-09-23;HAPVX690;BRHAPV3X0169;EQUITY PUT;;;;;;;0,3;;
2022-09-23;HAPVX709;BRHAPV1X0005;EQUITY PUT;;;;;;;19,62;;
2022-09-23;HAPVX730;BRHAPV3X0110;EQUITY PUT;;;;;;;0,42;;
2022-09-23;HAPVX750;BRHAPV3X0185;EQUITY PUT;;;;;;;0,5;;
2022-09-23;HAPVX819;BRHAPV1X0013;EQUITY PUT;;;;;;;29,88;;
2022-09-23;HAPVX820;BRHAPV3X0144;EQUITY PUT;;;;;;;0,81;;
2022-09-23;HAPVX900;BRHAPV3X0193;EQUITY PUT;1,35;1,35;1,35;1,35;;;1,27;1;10000
2022-09-23;HBORJ260;BRHBOR3J00P6;EQUITY CALL;;;;;;;0,54;;
2022-09-23;HBORJ270;BRHBOR3J00Q4;EQUITY CALL;;;;;;;0,45;;
2022-09-23;HBORJ280;BRHBOR3J00Z5;EQUITY CALL;;;;;;;0,37;;
2022-09-23;HBORJ290;BRHBOR3J00U6;EQUITY CALL;;;;;;;0,29;;
2022-09-23;HBORJ300;BRHBOR3J00Y8;EQUITY CALL;;;;;;;0,23;;
2022-09-23;HBORJ310;BRHBOR3J00V4;EQUITY CALL;;;;;;;0,17;;
2022-09-23;HBORJ320;BRHBOR3J00X0;EQUITY CALL;;;;;;;0,13;;
2022-09-23;HBORJ330;BRHBOR3J00S0;EQUITY CALL;0,11;0,11;0,11;0,11;;;0,1;1;300
2022-09-23;HBORJ340;BRHBOR3J00T8;EQUITY CALL;;;;;;;0,08;;
2022-09-23;HBORJ350;BRHBOR3J00W2;EQUITY CALL;;;;;;;0,07;;
2022-09-23;HBORJ360;BRHBOR3J00R2;EQUITY CALL;;;;;;;0,06;;
2022-09-23;HBORK260;BRHBOR3K00O7;EQUITY CALL;;;;;;;0,59;;
2022-09-23;HBORL260;BRHBOR3L00I7;EQUITY CALL;;;;;;;0,66;;
2022-09-23;HBORV260;BRHBOR3V00P1;EQUITY PUT;0,11;0,11;0,11;0,11;;;0,03;1;500
2022-09-23;HBORV270;BRHBOR3V00Q9;EQUITY PUT;;;;;;;0,04;;
2022-09-23;HBORV280;BRHBOR3V00Y3;EQUITY PUT;;;;;;;0,05;;
2022-09-23;HBORV290;BRHBOR3V00U1;EQUITY PUT;;;;;;;0,07;;
2022-09-23;HBORV300;BRHBOR3V00W7;EQUITY PUT;;;;;;;0,11;;
2022-09-23;HBORV310;BRHBOR3V00V9;EQUITY PUT;;;;;;;0,15;;
2022-09-23;HBORV320;BRHBOR3V00X5;EQUITY PUT;;;;;;;0,21;;
2022-09-23;HBORV330;BRHBOR3V00S5;EQUITY PUT;;;;;;;0,28;;
2022-09-23;HBORV340;BRHBOR3V00R7;EQUITY PUT;;;;;;;0,36;;
2022-09-23;HBORV350;BRHBOR3V00Z0;EQUITY PUT;;;;;;;0,44;;
2022-09-23;HBORV360;BRHBOR3V00T3;EQUITY PUT;;;;;;;0,53;;
2022-09-23;HBORW260;BRHBOR3W00O2;EQUITY PUT;;;;;;;0,06;;
2022-09-23;HBORX260;BRHBOR3X00I2;EQUITY PUT;;;;;;;0,09;;
2022-09-23;HBSAJ220;BRHBSA3J0007;EQUITY CALL;;;;;;;0,42;;
2022-09-23;HBSAK220;BRHBSA3K0004;EQUITY CALL;;;;;;;0,46;;
2022-09-23;HBSAL220;BRHBSA3L0003;EQUITY CALL;;;;;;;0,5;;
2022-09-23;HBSAV220;BRHBSA3V0001;EQUITY PUT;;;;;;;0,02;;
2022-09-23;HBSAW220;BRHBSA3W0000;EQUITY PUT;;;;;;;0,04;;
2022-09-23;HBSAX220;BRHBSA3X0009;EQUITY PUT;;;;;;;0,06;;
2022-09-23;HYPEA382;BRHYPE3A0956;EQUITY CALL;;;;;;;10,19;;
2022-09-23;HYPEA387;BRHYPE3A0980;EQUITY CALL;;;;;;;9,78;;
2022-09-23;HYPEA400;BRHYPE3A0964;EQUITY CALL;;;;;;;8,78;;
2022-09-23;HYPEA402;BRHYPE3A0972;EQUITY CALL;;;;;;;8,59;;
2022-09-23;HYPEA405;BRHYPE3A0998;EQUITY CALL;;;;;;;8,4;;
2022-09-23;HYPEA422;BRHYPE3A09A5;EQUITY CALL;;;;;;;6,92;;
2022-09-23;HYPEA427;BRHYPE3A09B3;EQUITY CALL;;;;;;;6,58;;
2022-09-23;HYPEA457;BRHYPE3A09C1;EQUITY CALL;;;;;;;4,71;;
2022-09-23;HYPEJ269;BRHYPE3J08N1;EQUITY CALL;;;;;;;19,21;;
2022-09-23;HYPEJ279;BRHYPE3J09A6;EQUITY CALL;;;;;;;18,22;;
2022-09-23;HYPEJ289;BRHYPE3J08U6;EQUITY CALL;;;;;;;17,23;;
2022-09-23;HYPEJ300;BRHYPE3J08H3;EQUITY CALL;;;;;;;16,49;;
2022-09-23;HYPEJ322;BRHYPE3J0932;EQUITY CALL;;;;;;;14,01;;
2022-09-23;HYPEJ327;BRHYPE3J08W2;EQUITY CALL;;;;;;;13,52;;
2022-09-23;HYPEJ33;BRHYPE3J08O9;EQUITY CALL;;;;;;;12,53;;
2022-09-23;HYPEJ337;BRHYPE3J08C4;EQUITY CALL;;;;;;;12,78;;
2022-09-23;HYPEJ342;BRHYPE3J08Q4;EQUITY CALL;;;;;;;12,04;;
2022-09-23;HYPEJ352;BRHYPE3J0957;EQUITY CALL;;;;;;;11,05;;
2022-09-23;HYPEJ357;BRHYPE3J0999;EQUITY CALL;;;;;;;10,56;;
2022-09-23;HYPEJ362;BRHYPE3J08K7;EQUITY CALL;;;;;;;10,08;;
2022-09-23;HYPEJ370;BRHYPE3J0890;EQUITY CALL;;;;;;;9,59;;
2022-09-23;HYPEJ372;BRHYPE3J08T8;EQUITY CALL;;;;;;;9,11;;
2022-09-23;HYPEJ377;BRHYPE3J08L5;EQUITY CALL;;;;;;;8,63;;
2022-09-23;HYPEJ382;BRHYPE3J0908;EQUITY CALL;;;;;;;8,15;;
2022-09-23;HYPEJ387;BRHYPE3J08I1;EQUITY CALL;;;;;;;7,67;;
2022-09-23;HYPEJ392;BRHYPE3J0940;EQUITY CALL;;;;;;;7,2;;
2022-09-23;HYPEJ400;BRHYPE3J08A8;EQUITY CALL;;;;;;;6,73;;
2022-09-23;HYPEJ402;BRHYPE3J08X0;EQUITY CALL;;;;;;;6,27;;
2022-09-23;HYPEJ407;BRHYPE3J08J9;EQUITY CALL;;;;;;;5,81;;
2022-09-23;HYPEJ412;BRHYPE3J0973;EQUITY CALL;;;;;;;5,36;;
2022-09-23;HYPEJ417;BRHYPE3J0981;EQUITY CALL;;;;;;;4,92;;
2022-09-23;HYPEJ425;BRHYPE3J08B6;EQUITY CALL;;;;;;;4,5;;
2022-09-23;HYPEJ430;BRHYPE3J08D2;EQUITY CALL;2,8;2,8;2,8;2,8;;;4,08;1;300
2022-09-23;HYPEJ432;BRHYPE3J08S0;EQUITY CALL;2,96;3,72;3,5;3,72;;;3,68;6;3200
2022-09-23;HYPEJ440;BRHYPE3J08E0;EQUITY CALL;3,05;3,05;3,05;3,05;;;3,3;1;600
2022-09-23;HYPEJ442;BRHYPE3J0965;EQUITY CALL;2,2;2,92;2,77;2,92;;;2,94;10;13600
2022-09-23;HYPEJ447;BRHYPE3J0916;EQUITY CALL;1,61;2,66;2,33;2,66;;;2,6;19;61200
2022-09-23;HYPEJ452;BRHYPE3J08R2;EQUITY CALL;1,37;2,24;1,97;2,24;;;2,28;9;5900
2022-09-23;HYPEJ460;BRHYPE3J08F7;EQUITY CALL;1,47;1,96;1,63;1,95;;;1,99;19;28800
2022-09-23;HYPEJ462;BRHYPE3J08V4;EQUITY CALL;1,23;1,69;1,4;1,69;;;1,72;19;49600
2022-09-23;HYPEJ467;BRHYPE3J08Y8;EQUITY CALL;1,26;1,4;1,32;1,4;;;1,48;6;2100
2022-09-23;HYPEJ472;BRHYPE3J08P6;EQUITY CALL;0,9;1,16;1,06;1,16;;;1,26;6;2000
2022-09-23;HYPEJ480;BRHYPE3J08G5;EQUITY CALL;0,75;0,98;0,91;0,95;;;1,07;7;6300
2022-09-23;HYPEJ487;BRHYPE3J09E8;EQUITY CALL;0,39;0,75;0,58;0,75;;;0,76;17;18000
2022-09-23;HYPEJ497;BRHYPE3J08M3;EQUITY CALL;0,32;0,32;0,32;0,32;;;0,53;1;2000
2022-09-23;HYPEJ504;BRHYPE3J09C2;EQUITY CALL;0,33;0,33;0,33;0,33;;;0,41;1;100
2022-09-23;HYPEJ514;BRHYPE3J0924;EQUITY CALL;0,18;0,28;0,22;0,28;;;0,28;13;7400
2022-09-23;HYPEJ524;BRHYPE3J09B4;EQUITY CALL;;;;;;;0,2;;
2022-09-23;HYPEJ534;BRHYPE3J08Z5;EQUITY CALL;;;;;;;0,14;;
2022-09-23;HYPEJ544;BRHYPE3J09H1;EQUITY CALL;;;;;;;0,1;;
2022-09-23;HYPEJ554;BRHYPE3J09F5;EQUITY CALL;;;;;;;0,07;;
2022-09-23;HYPEJ564;BRHYPE3J09D0;EQUITY CALL;;;;;;;0,05;;
2022-09-23;HYPEJ574;BRHYPE3J09G3;EQUITY CALL;;;;;;;0,04;;
2022-09-23;HYPEK325;BRHYPE3K07S0;EQUITY CALL;;;;;;;14;;
2022-09-23;HYPEK335;BRHYPE3K07Z5;EQUITY CALL;;;;;;;13,04;;
2022-09-23;HYPEK345;BRHYPE3K07V4;EQUITY CALL;;;;;;;12,1;;
2022-09-23;HYPEK355;BRHYPE3K07H3;EQUITY CALL;;;;;;;11,16;;
2022-09-23;HYPEK365;BRHYPE3K07Y8;EQUITY CALL;;;;;;;10,23;;
2022-09-23;HYPEK370;BRHYPE3K07E0;EQUITY CALL;;;;;;;9,77;;
2022-09-23;HYPEK380;BRHYPE3K0772;EQUITY CALL;;;;;;;8,87;;
2022-09-23;HYPEK385;BRHYPE3K0798;EQUITY CALL;;;;;;;8,42;;
2022-09-23;HYPEK390;BRHYPE3K07A8;EQUITY CALL;;;;;;;7,98;;
2022-09-23;HYPEK395;BRHYPE3K0780;EQUITY CALL;;;;;;;7,55;;
2022-09-23;HYPEK400;BRHYPE3K07J9;EQUITY CALL;;;;;;;7,12;;
2022-09-23;HYPEK403;BRHYPE3K0723;EQUITY CALL;;;;;;;6,91;;
2022-09-23;HYPEK405;BRHYPE3K07D2;EQUITY CALL;;;;;;;6,7;;
2022-09-23;HYPEK410;BRHYPE3K07B6;EQUITY CALL;;;;;;;6,29;;
2022-09-23;HYPEK415;BRHYPE3K07O9;EQUITY CALL;;;;;;;5,88;;
